default,student,balance,income
No,Yes,795.64,33978.51
No,No,1556.96,48612.45
No,No,997.74,772.0
No,Yes,690.13,29929.19
No,Yes,1036.92,8049.3
No,No,1094.05,8976.77
No,Yes,701.36,59614.15
No,No,913.02,36333.63
No,Yes,58.94,53299.78
No,No,633.34,30296.56
No,No,1766.28,40723.48
No,No,518.39,27759.29
No,No,891.5,26221.86
No,No,1065.99,32520.62
No,Yes,1320.61,35227.44
No,No,580.99,53963.68
No,No,846.1,30891.1
No,No,231.03,38581.54
No,No,913.8,30089.67
No,No,1139.45,35447.96
No,Yes,849.93,16030.15
No,Yes,797.35,48071.21
No,No,992.91,26569.6
No,No,1109.1,34069.89
No,No,1100.4,30660.09
No,No,752.05,46647.26
No,No,1569.36,40472.92
No,No,876.17,33689.28
No,Yes,1532.34,35849.81
No,No,802.5,38096.11
No,No,1413.45,43605.28
No,No,1223.87,40276.81
No,No,1048.45,50655.52
No,Yes,370.16,55099.31
Yes,Yes,1373.44,41709.84
No,No,1227.5,15877.69
No,No,1216.69,56825.21
No,Yes,1750.82,62187.19
No,No,743.05,28660.36
No,No,383.66,27994.91
No,No,835.6,6058.57
No,No,415.16,43907.98
No,No,733.97,20075.19
No,No,1171.98,57913.84
No,No,0.0,772.0
No,Yes,1321.47,34481.49
No,Yes,1133.69,42510.9
No,No,1604.17,28151.1
No,No,1014.44,22907.73
No,No,448.63,36839.78
No,No,1064.51,26480.06
Yes,Yes,1545.51,28938.22
No,No,1072.88,32990.83
No,No,1282.76,26083.65
No,No,1461.0,30475.27
No,No,1646.11,44009.48
No,No,126.27,28301.14
No,No,1396.91,35728.91
No,No,761.58,23436.94
No,No,1103.07,45695.34
No,No,165.92,16352.46
No,No,299.56,46271.09
No,No,833.16,772.0
No,Yes,654.43,21364.56
No,No,337.95,12314.23
No,No,1497.7,47035.41
No,No,835.67,37097.04
No,No,825.61,16017.16
No,No,301.43,25851.38
No,Yes,683.49,51342.83
No,No,1451.94,32616.73
No,No,1448.81,40862.46
No,Yes,850.74,13232.29
No,Yes,383.6,13254.58
No,No,1861.28,40921.9
No,No,678.87,64036.01
No,No,591.23,26061.84
No,No,470.85,41122.64
No,No,2076.96,20623.08
No,No,1144.72,49894.15
No,No,484.05,27130.1
No,No,514.33,27376.22
No,No,1011.74,7933.7
No,Yes,354.04,27615.58
No,No,503.43,35622.01
Yes,Yes,2309.16,51507.68
No,No,1074.93,17453.45
No,No,215.21,46190.61
No,Yes,887.17,28518.91
No,No,1222.47,29238.69
No,No,270.32,20419.18
No,No,501.06,10351.9
No,Yes,946.13,16834.3
No,No,534.93,54676.84
No,No,786.16,17086.94
No,No,1006.55,27140.96
No,No,1442.7,47671.36
No,Yes,852.31,4715.07
No,No,1346.63,38796.86
No,No,564.99,26021.11
No,No,1223.6,35311.55
No,Yes,956.05,44356.4
No,No,1390.25,30775.27
No,No,1368.5,30177.53
No,Yes,1225.75,42485.86
No,Yes,293.18,41310.29
No,No,650.14,23208.25
No,Yes,442.63,30300.15
No,No,973.39,14880.45
No,No,1427.63,50030.41
No,No,198.31,16657.74
No,No,1107.64,35292.91
No,No,715.36,56095.03
No,No,799.89,43569.1
No,No,593.84,28964.13
No,No,1438.3,23144.73
No,No,838.26,24516.76
No,Yes,1938.33,45156.74
No,No,1294.38,37470.83
No,No,1538.67,32899.39
No,Yes,972.69,67747.76
No,No,846.71,21890.82
No,Yes,502.59,26507.12
No,Yes,637.0,28048.05
No,No,0.0,35960.65
No,No,983.25,37200.62
No,No,398.71,29446.34
No,No,1849.96,42912.69
No,Yes,1187.63,40281.16
No,No,1154.18,29037.69
No,No,1038.99,772.0
No,No,1566.56,43555.97
Yes,Yes,1046.77,20280.95
No,Yes,423.3,24185.79
No,No,1144.16,30917.56
No,Yes,1061.02,16284.52
No,No,238.88,21954.22
No,Yes,1519.17,33522.77
No,No,491.02,27943.36
No,No,485.3,36700.34
No,No,67.35,20971.52
No,Yes,1277.58,29275.91
No,No,1049.4,18195.78
No,No,1237.27,28520.84
No,No,145.06,36149.47
No,No,890.6,29038.3
No,No,423.63,13208.8
No,No,1260.17,29782.48
No,No,990.56,34292.02
No,No,795.93,47429.31
No,No,429.4,31794.34
No,No,642.95,26874.0
No,Yes,997.7,16750.56
No,No,1645.88,58920.14
No,Yes,818.34,19716.27
No,No,1167.69,17338.81
No,Yes,651.06,30377.06
No,No,903.56,8087.63
No,No,899.69,46718.46
No,No,1530.69,34848.54
No,No,115.04,38948.68
No,No,1557.7,19383.22
No,Yes,1210.13,25673.72
No,No,912.14,43903.67
No,Yes,0.0,44546.38
No,No,327.11,70326.1
No,Yes,1627.97,47188.97
No,Yes,928.67,7326.37
No,No,597.28,33755.12
No,No,318.48,27768.82
No,No,143.24,47222.55
No,Yes,980.23,31454.77
No,Yes,1402.06,39194.18
No,No,86.66,28431.09
No,No,836.44,40830.21
No,Yes,784.64,52217.31
No,No,882.76,24561.54
No,No,629.95,5573.28
No,Yes,264.83,18962.85
No,Yes,1104.23,53593.41
No,Yes,1192.92,35729.25
No,Yes,62.07,28837.86
No,No,714.67,19935.39
No,No,912.43,46785.98
No,No,874.24,36635.0
No,No,272.9,31295.82
No,Yes,389.7,25581.72
No,No,1311.02,30731.74
No,Yes,0.0,28541.64
No,No,1344.17,40442.46
No,No,360.79,49797.81
Yes,Yes,1177.94,6689.37
No,No,102.13,13449.16
No,No,418.23,31516.45
No,No,768.85,33879.68
No,No,122.71,12120.1
No,No,0.0,24523.42
No,Yes,0.0,27439.93
No,No,1281.51,26883.16
No,No,752.32,26607.52
No,No,1238.55,31645.19
No,No,711.82,44585.34
No,No,683.56,42667.63
No,No,857.59,40700.52
No,No,628.91,36466.87
No,Yes,853.45,23242.15
No,Yes,1020.43,26345.72
No,No,531.77,42035.59
No,No,1184.83,34323.61
No,Yes,1617.63,43460.08
No,Yes,1182.49,36339.89
No,No,1115.86,33616.51
No,No,992.98,38689.0
No,No,98.4,12268.94
No,Yes,355.21,30680.19
No,No,1806.26,24961.44
No,No,552.13,44077.09
No,Yes,812.96,23844.41
No,Yes,961.52,35896.84
No,No,422.87,27039.89
No,No,493.89,39088.62
No,No,1161.75,42319.34
No,No,122.16,29933.61
No,No,807.81,34102.43
No,No,899.47,35040.97
No,No,1063.42,43010.24
No,Yes,1678.59,28298.34
No,No,605.84,33181.44
No,No,755.61,26943.76
No,No,1227.08,19804.64
No,Yes,965.58,34937.85
No,No,1546.36,38261.27
No,Yes,658.66,21768.85
No,No,1095.87,53565.32
No,No,1557.33,22567.57
No,No,1577.84,42490.89
No,No,370.27,37530.55
No,No,1112.36,9776.18
No,No,496.82,32164.42
No,No,470.07,11506.41
No,No,368.53,31069.26
No,No,983.19,41503.58
No,No,508.05,57132.11
No,No,616.83,42955.65
No,No,1449.41,12113.48
No,No,0.0,27789.25
No,No,884.65,52514.18
No,No,842.23,34886.14
No,No,935.09,56051.4
No,No,866.6,22787.07
No,No,643.55,25019.35
No,Yes,1086.8,14432.96
No,No,950.65,27326.91
No,No,790.13,49225.74
Yes,Yes,1733.23,20046.45
No,No,228.96,43587.84
No,No,881.68,38566.72
No,No,728.83,42967.61
No,No,1056.09,28980.75
No,No,1252.42,32747.64
No,No,1564.43,60972.32
No,Yes,975.0,15771.83
No,Yes,590.47,42580.78
No,No,149.59,52742.76
No,No,1431.71,38585.36
No,Yes,998.06,54537.11
No,No,694.58,772.0
No,No,616.78,28330.25
No,Yes,800.66,16763.42
No,No,911.45,26790.15
No,Yes,1075.36,30899.33
No,Yes,777.53,38761.8
No,No,1142.12,20893.94
No,No,1627.74,43970.38
No,Yes,54.71,11265.53
No,Yes,1397.78,45112.5
No,Yes,415.37,28892.32
No,No,726.53,8533.18
No,No,1189.81,8471.73
No,Yes,496.35,8193.48
No,No,1026.18,18824.61
No,No,332.48,33640.78
No,No,846.74,49682.55
No,No,819.45,42538.69
No,Yes,982.37,14224.56
No,No,406.88,1275.03
No,No,843.63,27933.27
No,Yes,1133.03,12891.57
No,No,1399.57,29545.72
No,No,375.82,22706.68
No,No,264.53,66166.85
No,No,879.23,8825.9
No,No,852.1,36003.98
No,No,991.54,56569.46
No,Yes,1428.61,26279.75
No,Yes,934.34,21290.77
No,No,63.24,54155.54
No,Yes,121.45,3377.6
No,No,698.83,8760.06
No,No,1495.19,15246.59
No,No,660.47,36977.27
No,No,137.44,41988.54
No,No,823.09,29952.71
No,Yes,1198.14,60859.41
No,No,1648.67,28944.25
No,No,52.5,31683.09
No,Yes,1232.21,27637.02
No,No,885.09,48237.88
No,No,432.96,31983.99
No,No,694.01,26596.29
No,No,817.74,54513.34
No,No,1403.31,49287.23
No,Yes,537.99,45529.02
No,No,355.16,15092.44
No,No,630.13,17746.33
No,No,1115.2,28926.2
No,No,748.04,28725.7
No,No,529.33,26477.84
No,Yes,496.99,29289.26
No,No,986.5,41024.47
No,Yes,985.92,18770.13
No,No,439.03,35696.11
No,Yes,1154.79,27101.22
No,Yes,1240.54,25979.77
No,No,1513.58,28689.84
No,No,1337.0,42448.78
No,No,1153.7,36324.71
No,No,240.05,22074.45
No,No,1617.18,37099.31
No,No,152.39,34534.59
No,Yes,907.79,38329.28
No,Yes,1158.79,29296.64
No,No,342.99,46278.87
No,No,365.75,38077.49
No,No,226.58,17661.4
No,No,557.17,15832.85
No,Yes,334.32,14189.65
No,No,895.47,38462.19
No,No,216.11,23868.65
No,No,1603.6,28482.57
No,No,266.84,32263.67
No,No,505.95,49701.15
No,Yes,1260.54,62558.26
No,Yes,1332.23,31800.56
No,Yes,0.0,60048.32
No,No,468.81,40720.9
No,No,725.79,49540.31
No,Yes,403.05,29659.35
No,No,2056.32,16783.63
No,No,1106.49,39910.63
No,Yes,1607.41,50741.26
No,No,450.92,12518.73
No,No,781.16,32631.32
No,Yes,818.19,36380.83
No,Yes,460.28,41448.53
No,No,832.31,18897.73
No,No,37.52,25969.78
No,Yes,787.36,45904.56
No,No,198.93,57653.58
No,No,0.0,34835.88
No,No,1175.37,46578.32
No,No,1419.44,35751.18
No,No,852.76,39255.56
No,Yes,1104.36,28288.51
No,Yes,154.04,30405.63
No,Yes,690.05,25772.17
No,Yes,869.49,34799.16
No,No,704.48,48247.71
No,No,929.42,36014.54
No,No,132.58,42248.2
No,No,530.59,24890.05
No,Yes,290.45,43064.72
No,No,576.63,772.0
No,No,514.97,14376.48
No,No,917.13,28937.03
No,No,511.08,9023.43
No,Yes,0.0,41010.44
No,No,1462.32,36201.76
No,No,727.39,21148.58
No,No,1049.3,34686.64
No,Yes,781.23,13153.75
No,No,1130.98,21270.77
No,No,359.18,28246.82
No,No,231.8,11876.01
No,No,1807.93,47426.88
No,No,1293.82,24586.2
No,No,0.0,47120.45
No,Yes,0.0,31457.15
No,Yes,1001.68,37594.63
No,Yes,1202.21,21211.15
No,No,569.73,29319.55
No,No,312.19,27787.92
No,Yes,1560.08,36584.85
No,No,1055.97,51854.61
No,Yes,874.26,25917.41
No,No,1101.3,31264.77
No,No,0.0,38273.56
No,Yes,874.46,44975.59
No,No,72.18,31977.39
No,No,1245.85,28341.06
No,No,307.3,25659.88
No,No,118.78,33579.57
No,No,2479.71,36720.04
No,No,1430.27,24330.17
No,No,983.93,29382.11
No,No,442.2,43643.85
No,No,1560.05,33156.5
No,No,1662.99,25830.95
No,Yes,1095.31,42965.05
No,No,1346.05,43024.97
No,Yes,1207.23,41684.54
No,No,54.54,42419.88
No,No,192.57,28219.51
No,No,1426.31,36239.28
No,No,1384.31,37716.62
No,No,850.0,35142.72
No,Yes,236.3,10059.3
No,No,813.55,33265.51
Yes,Yes,1794.86,38209.15
No,No,1116.0,40123.12
No,Yes,1045.03,29537.99
No,No,1442.86,33950.86
No,No,935.58,9393.48
No,No,1249.27,13556.6
No,No,0.0,772.0
No,No,1048.18,30460.78
No,Yes,77.1,55204.36
No,Yes,636.49,56889.01
No,Yes,1112.63,18464.86
No,No,1236.71,42211.01
No,No,794.06,50331.64
No,Yes,140.84,29463.46
No,No,822.79,7283.31
No,No,974.49,52521.92
No,No,1083.43,28749.77
No,No,701.88,28291.48
No,No,1091.26,56380.52
No,Yes,543.86,39819.26
No,No,870.39,44826.7
No,No,1045.52,54966.0
No,No,2019.78,31611.99
No,Yes,1109.44,20588.99
No,No,932.82,44176.25
No,No,557.36,33714.61
No,Yes,1291.16,43676.46
No,No,807.42,39159.03
No,No,886.08,23676.64
No,No,628.12,34254.48
No,Yes,561.79,29445.53
Yes,No,1832.16,30808.17
No,Yes,195.21,33422.06
No,No,1120.18,38671.06
No,Yes,1417.43,36786.44
No,No,1281.97,17014.73
No,Yes,1248.57,42481.43
No,Yes,662.66,14894.61
No,No,1521.3,63666.43
No,No,879.56,23887.23
No,No,552.19,33290.46
No,No,887.02,51978.25
No,No,993.97,31441.63
No,No,151.81,17164.0
No,Yes,1531.18,15010.5
No,No,646.28,37880.89
No,Yes,842.67,39616.04
No,No,1489.57,45186.54
No,No,1736.49,37750.08
No,No,782.45,27690.38
No,Yes,487.47,40427.29
No,No,797.89,53353.3
No,No,388.78,23425.46
No,Yes,336.4,73554.0
No,Yes,1336.46,28541.39
No,No,1486.98,50845.85
No,No,728.42,59319.07
No,Yes,946.52,46307.18
No,No,599.52,38163.73
No,No,1327.17,43774.17
No,Yes,751.94,51948.71
No,No,354.96,772.0
No,No,1033.48,40238.94
No,No,629.98,28675.24
No,Yes,826.73,24810.67
No,No,1072.1,35632.39
No,No,961.58,36438.06
No,No,0.0,40627.8
No,No,1104.78,26184.41
No,No,803.54,49039.26
No,Yes,484.97,6000.49
No,No,1060.9,20950.9
No,No,191.37,17574.94
No,No,0.0,35181.86
No,No,1631.66,27054.73
No,Yes,391.54,40773.97
No,No,763.59,23171.96
No,Yes,1444.01,50823.39
No,Yes,426.82,43526.11
No,No,85.85,26720.51
No,No,838.59,10951.62
No,No,725.39,17644.88
No,Yes,871.4,12818.77
No,No,1317.34,50085.51
No,No,331.9,43618.37
No,No,1063.4,16559.43
No,No,0.0,58694.8
No,No,528.42,29564.24
No,No,1518.95,3397.16
No,No,673.13,48046.27
No,Yes,907.18,50937.98
No,No,582.94,33610.31
No,No,698.52,21534.95
No,No,938.31,50021.16
No,Yes,983.09,26776.79
No,No,814.39,33288.36
No,Yes,288.89,39804.65
No,No,975.42,37609.46
No,No,42.52,27387.36
No,No,946.55,19602.58
No,No,650.81,43588.76
No,No,626.45,4000.25
No,No,0.0,37951.88
No,Yes,823.13,37139.65
No,No,792.03,40569.81
No,No,0.0,28623.41
No,No,963.75,36485.85
No,No,359.53,44149.2
No,No,894.19,19599.66
No,No,1151.99,34271.43
No,No,1270.93,38635.61
No,Yes,800.51,16725.86
No,Yes,0.0,20906.59
No,No,713.66,54676.86
No,No,915.74,47423.39
No,No,743.82,23623.18
No,Yes,621.6,43206.91
No,No,468.53,39023.67
No,Yes,1030.66,52332.8
No,Yes,776.26,48823.87
No,No,894.89,1128.09
No,No,668.77,29575.73
No,Yes,936.39,51971.66
No,No,881.15,55426.36
No,No,294.57,25336.87
No,Yes,1122.27,17118.4
No,No,761.37,37003.56
No,No,1145.35,24998.14
No,No,1171.84,33360.32
Yes,Yes,1805.69,17951.0
No,No,427.39,43806.08
No,No,1275.22,41202.57
No,No,1091.82,39713.48
No,No,618.75,18904.79
No,Yes,1333.4,11029.88
No,No,1492.96,16501.39
No,No,462.02,40197.43
No,No,678.31,9543.23
No,No,590.94,42351.07
No,No,652.12,57243.25
No,No,543.09,25175.03
No,Yes,987.51,31079.83
No,No,1115.18,46711.91
No,No,780.39,45785.62
No,No,1162.45,25326.78
No,No,1283.88,31243.18
No,Yes,1397.1,35214.34
No,No,1028.93,30048.01
No,No,1238.88,41322.16
No,No,1021.38,38015.86
No,Yes,464.55,51058.62
No,No,715.03,10829.97
No,No,949.87,49433.1
No,Yes,284.51,44536.25
No,No,479.17,31861.8
No,Yes,499.96,39204.26
No,No,497.18,46677.94
No,No,953.19,37664.34
No,No,598.9,30342.2
No,Yes,143.93,37416.1
No,No,994.91,24360.65
No,No,953.29,16160.44
No,Yes,1552.82,21977.34
No,No,460.01,23366.45
No,Yes,1260.17,36195.79
No,Yes,1173.54,44257.41
No,No,644.38,36936.24
No,No,838.24,53105.25
No,No,590.34,32501.37
No,No,1097.37,25107.02
No,No,1369.8,24004.52
No,No,445.4,21685.49
No,Yes,750.58,29646.61
No,No,879.73,52061.12
No,No,592.16,14099.29
No,No,1485.95,41111.89
No,No,0.0,33597.47
No,No,30.37,44983.24
No,No,930.78,27582.67
No,No,445.33,43562.58
No,No,1517.17,27277.01
No,No,768.78,42364.9
No,No,1523.77,7877.76
No,No,846.81,40569.34
No,No,1307.17,43950.16
No,No,815.84,12799.64
No,Yes,211.54,45398.27
No,No,141.5,18957.81
No,Yes,792.68,47314.89
No,No,1231.86,34106.34
No,No,1243.01,43350.63
No,No,968.85,39190.38
No,No,563.2,18265.13
No,Yes,341.75,54918.28
No,No,638.26,50524.5
No,Yes,737.9,20700.51
No,Yes,978.75,41890.16
No,Yes,1054.8,40529.89
No,No,972.2,25344.1
No,No,2153.3,20532.3
No,Yes,640.48,51533.34
No,No,196.73,29146.72
No,No,1328.9,46562.9
No,No,468.56,59873.44
No,No,1578.15,40983.81
No,Yes,504.92,22700.92
No,No,1185.73,47657.17
No,Yes,1105.11,16215.32
No,No,1230.95,22436.62
No,No,1695.71,73554.0
No,Yes,497.38,23945.82
No,No,208.7,39230.68
No,No,316.18,20443.22
No,Yes,909.48,32939.03
No,No,1464.64,37243.1
No,No,379.21,772.0
No,No,1506.77,25799.23
No,No,933.41,43376.75
No,Yes,1031.16,46107.69
No,No,1238.93,39026.73
No,No,1739.82,21882.92
No,Yes,1072.89,39772.81
No,No,900.76,27926.46
No,No,156.72,24179.2
No,No,1436.66,34457.38
No,No,1077.75,64836.91
No,No,618.82,22414.37
No,No,301.34,48318.85
No,No,1151.13,37822.32
No,Yes,820.59,14623.48
No,No,972.54,22251.02
No,Yes,1048.32,32139.63
No,Yes,1561.3,28094.68
No,Yes,533.96,37884.8
No,No,1214.6,21158.13
No,No,1035.6,20844.39
No,No,510.77,47779.86
No,Yes,1089.85,33941.7
No,No,994.48,23014.05
No,No,0.0,34355.16
No,No,1334.32,58835.67
No,No,336.17,26584.35
No,No,1120.36,14475.79
No,No,350.03,46811.65
No,Yes,667.46,60520.0
No,No,872.96,51104.93
No,No,867.34,16742.76
No,No,906.72,6760.59
No,No,1431.93,51058.82
No,No,1588.25,31798.0
No,No,1811.14,40901.4
No,Yes,1281.17,31652.77
No,No,863.76,56521.86
No,No,1406.16,35059.87
No,No,361.99,29844.61
No,No,1133.85,35922.34
No,No,771.38,18007.21
No,Yes,1268.55,36173.0
No,No,1198.99,32763.14
No,No,1395.74,5695.21
No,Yes,1262.98,18648.21
No,Yes,571.58,17104.99
No,No,462.12,12868.76
No,No,485.58,38550.33
No,No,617.71,48805.21
No,No,1494.99,38032.96
No,No,616.31,13918.02
No,No,918.59,9904.38
No,No,1234.96,44068.53
No,No,677.61,29493.59
No,No,1119.43,32247.13
No,No,824.34,16251.82
No,No,859.24,6467.11
No,Yes,0.0,63052.31
No,No,389.92,25381.26
No,Yes,959.43,30879.04
No,No,1253.39,18158.04
No,No,936.55,53803.67
No,No,1649.69,28649.96
Yes,Yes,2130.63,31206.78
No,Yes,492.73,33920.99
No,No,366.56,33129.14
No,No,346.88,52184.7
No,No,706.15,8980.3
No,No,1601.43,41619.23
No,No,56.07,24937.61
No,No,1071.05,27752.77
No,Yes,1549.24,24945.16
No,Yes,1527.07,38845.03
No,No,1306.94,16034.98
No,Yes,161.07,25936.01
No,No,941.02,40597.74
No,No,812.65,25471.57
No,No,1795.82,26728.6
No,No,0.0,38100.3
No,No,1233.47,34253.79
No,No,1011.63,28597.4
No,No,1336.8,33774.12
No,No,1268.68,21237.56
No,Yes,285.43,44454.43
No,No,1171.19,18453.6
No,No,516.02,11604.92
No,No,523.03,38661.4
No,Yes,945.14,15429.34
No,No,1393.49,20196.81
No,No,680.15,30041.93
No,Yes,1251.05,42330.1
No,Yes,968.72,26503.78
No,No,1222.56,26954.0
No,No,614.74,27139.12
No,Yes,1360.62,37830.6
No,Yes,1160.48,25990.84
Yes,Yes,1290.86,35960.98
No,Yes,232.56,50852.37
No,No,1147.5,29730.54
No,Yes,876.41,27750.71
No,No,387.72,20273.18
No,No,1636.99,22563.53
No,No,1134.56,16116.63
No,No,1028.61,17992.27
No,No,1546.1,24887.19
No,Yes,870.1,37088.38
No,Yes,698.66,39061.68
No,No,1267.09,26848.43
No,No,137.45,36854.43
No,No,980.26,15271.12
No,No,1408.34,60117.71
No,No,1030.91,65510.12
No,No,0.0,30991.56
No,Yes,817.74,39296.21
No,No,1116.71,33888.03
No,No,897.9,42940.65
No,No,506.42,24167.2
No,No,0.0,12345.17
No,Yes,1173.24,43333.22
No,No,893.17,18051.78
No,No,468.68,37259.5
No,No,1568.73,20303.11
No,Yes,653.36,22318.33
No,Yes,524.89,45679.69
No,No,1003.29,54054.74
No,No,170.18,30531.52
No,Yes,788.56,26971.74
No,Yes,1119.12,36572.66
No,No,601.28,25318.34
No,No,787.56,9538.09
No,No,1164.72,32315.91
No,No,1144.66,2791.2
No,No,641.34,38301.46
No,Yes,1134.87,25873.23
No,No,839.95,35112.64
No,Yes,1084.5,12990.26
No,No,1143.4,22591.72
No,No,335.19,40130.46
No,Yes,0.0,50727.16
No,No,515.25,43732.46
No,No,1205.41,37693.53
No,No,472.79,17749.04
No,No,1326.08,40164.08
No,Yes,0.0,34325.5
No,No,995.61,28343.46
No,No,326.14,49897.87
No,No,797.71,22319.8
No,No,0.0,55980.73
No,No,1037.0,23943.02
No,No,483.23,23552.06
No,No,890.35,31247.3
No,No,890.74,14978.24
No,No,422.24,26303.46
No,No,1921.71,33600.32
Yes,No,1754.62,9951.07
No,No,1197.18,21489.34
No,Yes,719.37,14013.98
No,Yes,939.9,26682.41
No,No,843.67,47709.27
No,Yes,1070.29,26739.59
No,No,629.61,30018.74
No,Yes,1137.43,35518.27
No,No,1298.47,17725.43
No,No,568.42,35542.38
No,Yes,1029.61,25595.23
No,No,557.72,23901.86
No,No,0.0,9715.29
No,No,1433.33,24091.38
No,No,1054.13,46292.39
No,Yes,926.28,48604.99
No,Yes,1258.69,28577.42
No,Yes,346.55,33450.88
No,No,951.21,26900.81
No,No,912.53,17872.35
No,Yes,1142.94,8557.99
No,Yes,1205.92,55262.97
No,Yes,897.3,19420.56
No,No,1382.59,35398.23
No,No,485.77,53279.42
No,No,285.03,27547.57
No,Yes,833.19,30489.56
No,No,839.0,36265.19
No,Yes,251.28,28012.97
No,Yes,1584.68,36142.84
No,No,315.39,28353.0
No,Yes,945.4,47960.57
No,No,1005.77,39421.81
No,No,1848.28,17183.44
No,No,716.51,15261.12
No,No,1177.09,24460.65
No,No,715.58,24921.76
No,Yes,570.77,23237.36
No,No,1076.34,45460.36
No,Yes,884.44,23534.34
No,No,1055.92,27085.02
No,Yes,243.77,35076.37
No,Yes,1204.97,6738.24
No,No,1207.45,38966.0
No,No,588.55,40967.2
No,Yes,1020.17,51892.83
No,No,1070.61,20211.12
No,Yes,916.27,27122.37
No,Yes,1072.25,36133.59
No,Yes,1212.1,28342.02
No,No,865.47,13974.86
No,No,1096.53,45440.92
No,Yes,539.93,29621.13
No,No,1075.78,38055.81
No,No,1710.28,19132.36
No,No,1339.05,46187.08
No,No,0.0,28804.44
No,No,0.0,23891.36
No,No,613.89,43967.13
No,No,1089.58,48199.29
No,No,657.1,21047.74
No,No,931.74,46736.45
No,No,1076.99,55061.51
No,No,509.95,36992.82
No,No,730.56,14738.99
No,Yes,995.49,41093.28
No,Yes,614.43,47719.77
No,No,1040.93,19960.34
No,No,573.15,55809.1
No,Yes,465.38,30949.79
No,Yes,599.13,31978.82
No,Yes,1.26,48172.12
No,No,481.73,36368.15
No,No,1443.05,50224.57
No,No,64.28,33441.97
No,Yes,1002.72,38781.52
No,Yes,1176.3,33912.11
No,No,0.0,36786.95
No,Yes,868.19,41378.65
No,Yes,900.34,40049.89
No,No,985.76,29583.85
No,Yes,37.58,46095.39
No,No,1188.04,32453.23
No,No,1497.35,49633.08
No,No,1427.51,41840.92
No,No,590.0,32432.94
No,No,1610.64,23865.11
No,No,683.86,34176.21
No,No,1364.26,52103.03
No,No,845.47,36170.37
No,Yes,642.5,46584.13
No,No,305.5,32488.41
No,No,645.75,29443.51
No,No,0.0,24343.32
No,No,277.53,7741.93
No,Yes,954.91,37777.88
No,No,5.29,34088.54
No,No,1242.06,32913.54
No,No,711.25,43976.08
No,Yes,574.83,20447.65
No,No,1946.7,56173.5
No,No,989.59,14053.32
No,Yes,0.0,36890.76
No,No,1022.91,17676.52
No,No,1295.88,29897.47
No,Yes,764.52,48940.55
No,Yes,896.89,13637.12
No,No,755.24,35892.61
No,No,712.57,34944.55
No,No,250.15,35870.85
No,Yes,617.93,36871.95
No,Yes,1578.81,44165.89
No,No,947.48,40056.38
No,No,817.31,38487.97
No,Yes,1360.83,45359.16
No,No,731.82,42296.39
No,No,1081.53,31746.25
No,Yes,450.94,17082.6
No,Yes,1434.29,44035.74
No,Yes,774.99,28849.84
No,Yes,630.44,55357.52
No,Yes,450.15,25964.79
No,No,422.04,17355.13
No,No,1131.35,48515.99
No,No,854.95,23484.88
No,No,449.9,13455.25
No,No,540.17,49096.33
No,No,614.2,14015.86
No,Yes,1068.49,50934.18
No,No,320.59,20662.66
No,Yes,139.2,38809.55
No,No,47.33,36342.32
No,No,1114.7,9169.21
No,Yes,1599.37,33154.49
No,No,1257.67,27753.33
No,No,453.69,35030.63
No,Yes,783.64,40433.43
No,Yes,731.56,54382.09
No,No,1094.39,30175.55
No,No,1168.26,32012.64
No,No,1042.43,62052.3
No,No,386.05,43002.42
No,No,2068.25,43490.23
No,Yes,1212.31,12942.81
No,Yes,1568.65,14708.21
No,Yes,890.77,25963.13
No,Yes,966.55,30830.52
No,Yes,201.98,39854.7
No,No,562.74,69801.88
No,No,547.16,16629.91
No,Yes,676.54,27853.4
No,Yes,226.16,41698.14
No,No,365.58,36928.6
No,No,420.6,48272.94
No,No,528.08,29465.4
No,No,1103.25,21336.2
No,Yes,804.85,61169.52
No,Yes,862.58,39164.36
No,No,1129.11,17334.43
No,No,701.97,28673.06
No,Yes,1032.06,32436.82
Yes,Yes,1459.7,13349.52
No,No,709.01,43537.03
No,No,355.75,35207.6
No,No,720.19,28291.05
No,No,392.38,24441.85
No,Yes,725.53,55077.94
No,No,859.36,32046.08
No,No,147.12,22737.23
No,No,1100.1,5756.61
No,No,564.8,18840.04
No,No,131.84,42252.4
No,No,1640.85,52883.24
No,No,123.96,17462.4
No,Yes,623.07,5689.4
No,No,979.09,33398.38
No,No,881.86,32315.05
No,No,1017.46,44433.27
No,No,404.42,23452.54
No,No,723.51,34363.05
No,Yes,1223.74,8149.19
No,No,851.62,16427.51
No,No,1596.64,25620.64
No,Yes,724.39,26975.76
No,Yes,359.84,39996.16
No,No,1271.94,49214.41
No,No,1345.87,13954.82
No,No,1878.11,55374.2
No,No,352.88,22935.48
No,No,991.48,27308.64
No,No,1107.96,47971.69
Yes,No,1771.25,931.95
No,Yes,1360.01,13591.04
Yes,Yes,2107.54,21920.9
No,No,1447.01,34059.89
No,No,496.84,47426.43
No,No,927.77,47645.71
No,Yes,806.75,20833.52
No,Yes,811.46,43033.79
No,No,1201.98,27446.09
No,Yes,408.32,52910.16
No,No,455.17,29368.77
No,No,1027.09,47217.02
No,No,568.73,19374.35
No,No,1864.61,43454.27
No,No,939.61,14872.16
No,No,246.63,34563.93
No,No,270.59,11525.77
No,Yes,0.0,31218.8
No,Yes,521.73,22631.47
No,Yes,668.08,20136.72
No,No,332.83,36380.98
