year,age,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2007,77,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8099,122.719
2009,36,2. Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6798,107.746
2005,46,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.3369,76.47
2004,34,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4849,88.672
2004,23,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7384,114.257
2008,53,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7533,115.969
2003,31,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.5834,97.842
2007,50,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7218,112.366
2006,71,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6925,109.131
2008,41,2. Married,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7311,113.425
2003,49,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.701,110.062
2003,51,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.2856,72.646
2009,63,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6756,107.3
2003,58,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.786,119.821
2006,70,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9417,140.003
2003,45,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.3894,80.596
2008,32,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9433,140.228
2005,63,4. Divorced,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6415,103.696
2009,59,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.941,139.908
2006,60,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.1845,65.66
2007,50,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6054,100.018
2006,52,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.037,56.655
2004,49,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4179,82.92
2004,66,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5764,97.163
2007,73,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8288,125.057
2007,56,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.595,98.993
2004,36,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6544,105.042
2003,27,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4746,87.761
2006,27,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8659,129.793
2006,31,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5614,95.717
2005,39,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.9332,138.821
2003,61,4. Divorced,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.9697,143.988
2004,19,5. Separated,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.3541,77.801
2003,49,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7599,116.737
2008,32,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5997,99.453
2003,34,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.9142,136.217
2005,66,2. Married,2. Black,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7082,110.851
2009,43,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.9502,141.2
2007,67,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7601,116.753
2005,64,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6382,103.36
2007,51,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5859,98.088
2007,39,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6846,108.269
2004,37,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7605,116.81
2009,36,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.6251,102.01
2008,18,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6389,103.43
2009,31,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.8197,123.931
2007,76,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6892,108.767
2006,28,3. Widowed,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5361,93.324
2008,70,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.5637,95.938
2003,76,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.6258,102.081
2008,45,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5866,98.163
2006,46,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9232,137.44
2007,26,4. Divorced,3. Asian,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7804,119.152
2005,73,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.5223,92.045
2005,51,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.826,124.706
2009,54,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4919,89.287
2005,43,4. Divorced,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7841,119.592
2003,62,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.3315,76.055
2007,69,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8693,130.23
2004,72,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6307,102.59
2004,60,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8168,123.571
2005,46,1. Never Married,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6978,109.711
2006,25,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.3325,76.136
2005,67,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.8059,122.226
2006,33,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.5915,98.647
2003,18,3. Widowed,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6764,107.388
2004,36,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7958,120.997
2008,57,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8835,132.087
2003,62,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.759,116.628
2009,66,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.4311,84.027
2006,18,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6952,109.419
2005,62,2. Married,2. Black,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.3894,80.594
2008,27,2. Married,4. Other,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5312,92.872
2008,64,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6783,107.591
2007,74,4. Divorced,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.5457,94.222
2007,52,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7139,111.483
2004,66,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.8639,129.526
2008,61,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5632,95.887
2007,23,3. Widowed,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.3696,79.009
2003,39,2. Married,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4821,88.421
2007,34,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,5.0499,156.001
2005,59,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6097,100.458
2009,29,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6183,101.324
2007,60,2. Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7579,116.499
2004,50,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.8661,129.816
2003,58,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6726,106.979
2005,54,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6136,100.845
2008,23,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5842,97.921
2007,46,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.5286,92.632
2003,61,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.3834,80.107
2004,47,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.3752,79.458
2009,67,1. Never Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.7698,117.891
2006,79,4. Divorced,2. Black,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.6705,106.754
2008,64,3. Widowed,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,5.0055,149.225
2006,60,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5723,96.763
2004,70,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6771,107.46
2004,66,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9326,138.745
2006,49,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.2734,71.765
2009,25,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8092,122.638
2005,46,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.4743,87.729
2005,65,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4102,82.288
2009,76,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.8628,129.391
2008,68,2. Married,2. Black,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.8204,124.019
2008,66,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.4872,88.869
2008,32,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6664,106.316
2003,65,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.9194,136.918
2003,31,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.851,127.863
2003,37,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6353,103.057
2005,59,2. Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6392,103.458
2005,31,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6615,105.796
2008,42,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7642,117.232
2006,21,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6462,104.183
2006,25,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6694,106.634
2005,67,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.9018,134.534
2007,60,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.3581,78.112
2003,50,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.7053,110.53
2007,51,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8234,124.382
2005,29,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5372,93.426
2005,45,3. Widowed,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.597,99.182
2003,22,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.9251,137.707
2007,56,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6584,105.465
2009,49,2. Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6842,108.223
2008,79,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.559,95.49
2004,77,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6389,103.428
2009,67,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.6644,106.104
2009,79,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6704,106.736
2007,48,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4875,88.897
2006,32,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.2243,68.326
2009,62,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. No,4.5989,99.373
2007,61,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. No,4.5945,98.937
2009,30,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4955,89.612
2003,34,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.802,121.756
2008,67,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. No,4.7081,110.846
2009,76,4. Divorced,2. Black,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.914,136.186
2003,44,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7466,115.196
2004,50,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.1434,63.015
2008,78,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7679,117.669
2006,61,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.9693,143.93
2004,51,3. Widowed,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7932,120.687
2005,26,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5657,96.13
2005,70,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.4084,82.141
2005,48,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7658,117.425
2008,51,5. Separated,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5445,94.109
2009,33,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.2104,67.385
2003,40,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6637,106.028
2009,74,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.856,128.515
2005,71,2. Married,2. Black,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7393,114.352
2004,52,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6196,101.456
2004,30,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5341,93.137
2006,22,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.8501,127.755
2003,62,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7559,116.273
2008,73,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6507,104.66
2003,38,5. Separated,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.5845,97.95
2007,61,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7029,110.266
2009,67,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.9682,143.77
2005,36,3. Widowed,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6386,103.401
2007,74,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.5356,93.279
2008,39,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7259,112.827
2003,68,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7134,111.435
2004,75,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.3453,77.115
2004,40,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.5786,97.374
2006,36,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.6385,103.387
2003,23,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.4969,89.741
2004,57,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.7574,116.444
2006,73,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7007,110.023
2005,23,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.9568,142.132
2009,23,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7726,118.232
2007,24,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.7358,113.96
2005,49,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.6415,103.7
2007,47,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7731,118.282
2008,34,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. No,4.4838,88.568
2008,60,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.6734,107.059
2004,72,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.9116,135.855
2006,64,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,5.0644,158.289
2009,22,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7377,114.175
2005,64,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. Yes,4.7685,117.739
2009,56,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. Yes,4.7747,118.472
2009,31,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. Yes,4.8292,125.109
2008,20,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. Yes,4.5468,94.326
